epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
152,3323.89,0.66567,0.48056,0.89357,0.85989,0.84558,0.90147,0.74494,0.56429,0.40055,0.86636,0.005017,0.005017,0.005017
153,3351.64,0.66319,0.47971,0.8942,0.86394,0.84238,0.90249,0.74598,0.56367,0.39927,0.8662,0.004984,0.004984,0.004984
154,3378.89,0.66552,0.47526,0.89292,0.86042,0.84774,0.90254,0.74619,0.56314,0.3989,0.86603,0.004951,0.004951,0.004951
155,3406.26,0.66079,0.474,0.89243,0.86231,0.84551,0.90295,0.74666,0.56311,0.39922,0.86601,0.004918,0.004918,0.004918
156,3433.62,0.6667,0.48109,0.89518,0.85985,0.84729,0.90358,0.74651,0.56322,0.39893,0.86599,0.004885,0.004885,0.004885
157,3460.9,0.66514,0.47748,0.89373,0.86472,0.84632,0.90307,0.74651,0.56313,0.39879,0.86591,0.004852,0.004852,0.004852
158,3488.62,0.66249,0.47752,0.89278,0.86837,0.84286,0.90368,0.74668,0.56265,0.39779,0.86573,0.004819,0.004819,0.004819
159,3515.64,0.66451,0.47801,0.8929,0.86705,0.84711,0.9038,0.74693,0.56229,0.39716,0.8656,0.004786,0.004786,0.004786
160,3543.07,0.66345,0.47624,0.89238,0.8681,0.847,0.9041,0.74717,0.56208,0.39695,0.86557,0.004753,0.004753,0.004753
161,3570.41,0.66168,0.47373,0.89363,0.86706,0.84706,0.90445,0.74829,0.56169,0.39618,0.86543,0.00472,0.00472,0.00472
162,3598,0.66152,0.47044,0.89042,0.86856,0.84625,0.90434,0.74806,0.56163,0.3958,0.86536,0.004687,0.004687,0.004687
163,3625.28,0.66043,0.47489,0.89175,0.86683,0.84773,0.9044,0.74837,0.56153,0.39614,0.86528,0.004654,0.004654,0.004654
164,3652.68,0.66097,0.47393,0.89103,0.8658,0.84874,0.90436,0.74912,0.56146,0.39599,0.86523,0.004621,0.004621,0.004621
165,3679.82,0.65779,0.46923,0.89247,0.86839,0.84726,0.90425,0.74909,0.5611,0.39591,0.86514,0.004588,0.004588,0.004588
166,3707.24,0.65829,0.47048,0.8929,0.86855,0.84659,0.90411,0.74899,0.56109,0.39556,0.86508,0.004555,0.004555,0.004555
167,3734.82,0.65673,0.4687,0.89085,0.86744,0.84769,0.90437,0.74937,0.56095,0.39522,0.86505,0.004522,0.004522,0.004522
168,3762.13,0.65835,0.46909,0.88867,0.87051,0.84475,0.90407,0.74878,0.5609,0.39547,0.86502,0.004489,0.004489,0.004489
169,3789.7,0.65659,0.47031,0.8896,0.8687,0.84554,0.904,0.74864,0.56108,0.39544,0.86504,0.004456,0.004456,0.004456
170,3817.25,0.66006,0.47165,0.89145,0.86968,0.84512,0.90411,0.74976,0.56047,0.39517,0.86483,0.004423,0.004423,0.004423
171,3845.03,0.65733,0.4696,0.89036,0.8705,0.84392,0.90417,0.74987,0.56025,0.39499,0.86478,0.00439,0.00439,0.00439
172,3872.48,0.65555,0.46923,0.89168,0.8642,0.84855,0.90406,0.74965,0.5601,0.39475,0.86472,0.004357,0.004357,0.004357
173,3900.03,0.65863,0.46916,0.88861,0.86286,0.85065,0.90418,0.74946,0.55962,0.3941,0.86455,0.004324,0.004324,0.004324
174,3927.23,0.65608,0.46582,0.88862,0.85827,0.85434,0.90429,0.74954,0.55977,0.39397,0.86457,0.004291,0.004291,0.004291
175,3955.14,0.65663,0.466,0.89093,0.86008,0.8549,0.90447,0.74956,0.55939,0.39368,0.86447,0.004258,0.004258,0.004258
176,3982.38,0.65592,0.4666,0.8901,0.86306,0.85269,0.90465,0.74927,0.55932,0.39331,0.86441,0.004225,0.004225,0.004225
177,4009.58,0.65501,0.46476,0.89082,0.86445,0.85229,0.90479,0.74952,0.55923,0.39314,0.86435,0.004192,0.004192,0.004192
178,4036.92,0.65506,0.4665,0.89053,0.8655,0.85263,0.90496,0.74951,0.5591,0.39269,0.86434,0.004159,0.004159,0.004159
179,4064.04,0.6526,0.46237,0.88831,0.86593,0.85025,0.90445,0.74879,0.55885,0.39279,0.86424,0.004126,0.004126,0.004126
180,4091.58,0.6531,0.46398,0.89046,0.86587,0.85049,0.90495,0.74933,0.55889,0.39241,0.86423,0.004093,0.004093,0.004093
181,4118.9,0.65598,0.46573,0.88825,0.86338,0.85158,0.90469,0.75002,0.55843,0.39212,0.86408,0.00406,0.00406,0.00406
182,4146.02,0.65178,0.46449,0.88922,0.8622,0.85206,0.90472,0.75005,0.55838,0.39203,0.86404,0.004027,0.004027,0.004027
183,4173.05,0.64953,0.45727,0.88907,0.86237,0.85207,0.90474,0.74983,0.55838,0.39199,0.86399,0.003994,0.003994,0.003994
184,4200.61,0.64875,0.46321,0.88749,0.8627,0.85211,0.90477,0.74994,0.5582,0.39166,0.86395,0.003961,0.003961,0.003961
185,4227.9,0.65102,0.45924,0.88909,0.86073,0.85464,0.90486,0.74998,0.55808,0.39151,0.8639,0.003928,0.003928,0.003928
186,4255.07,0.64901,0.461,0.88694,0.8607,0.85427,0.90482,0.74974,0.55809,0.39155,0.86387,0.003895,0.003895,0.003895
