epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,1949.72,1.14625,1.09224,1.13055,0.61509,0.59497,0.6099,0.42625,1.09699,1.05009,1.11138,0.00208,0.00208,0.00208
82,1971.77,1.16452,1.10422,1.13837,0.57538,0.63295,0.61354,0.42869,1.09349,1.0778,1.10909,0.001981,0.001981,0.001981
83,1993.99,1.15865,1.09515,1.15142,0.59973,0.59163,0.61291,0.4264,1.09155,1.0315,1.10698,0.001882,0.001882,0.001882
84,2016.15,1.16241,1.10441,1.13947,0.60836,0.6337,0.61687,0.43307,1.09333,1.04108,1.10679,0.001783,0.001783,0.001783
85,2038.35,1.18445,1.1065,1.16285,0.57962,0.6157,0.60849,0.4248,1.09077,1.02505,1.10752,0.001684,0.001684,0.001684
86,2061.12,1.16812,1.09273,1.14785,0.52757,0.6501,0.61076,0.43018,1.08944,1.05421,1.10641,0.001585,0.001585,0.001585
87,2084.82,1.14055,1.06654,1.10947,0.62836,0.60991,0.61401,0.43142,1.08825,1.01741,1.10566,0.001486,0.001486,0.001486
88,2108.66,1.1629,1.097,1.12859,0.66944,0.58616,0.61867,0.43223,1.09471,1.03521,1.10916,0.001387,0.001387,0.001387
89,2132.25,1.14418,1.06353,1.1214,0.61226,0.64095,0.62107,0.43639,1.0975,1.02294,1.10908,0.001288,0.001288,0.001288
90,2156.27,1.16332,1.0884,1.1442,0.5361,0.64874,0.61456,0.42864,1.09139,1.03572,1.10736,0.001189,0.001189,0.001189
91,2179.52,1.14447,1.111,1.15701,0.56028,0.66044,0.61502,0.43088,1.10821,1.06224,1.11779,0.00109,0.00109,0.00109
92,2202.85,1.12587,1.09353,1.17274,0.57904,0.63218,0.63348,0.44147,1.1082,1.07192,1.11498,0.000991,0.000991,0.000991
93,2225.85,1.11514,1.07371,1.15149,0.54249,0.62008,0.61666,0.42684,1.09923,1.04274,1.107,0.000892,0.000892,0.000892
94,2249.17,1.10782,1.0586,1.15485,0.59058,0.63184,0.62913,0.43971,1.10157,1.04642,1.10914,0.000793,0.000793,0.000793
95,2272.33,1.10869,1.06229,1.15093,0.56157,0.61269,0.61,0.42362,1.09418,1.03161,1.10494,0.000694,0.000694,0.000694
96,2295.67,1.12239,1.06944,1.15753,0.57057,0.60218,0.60506,0.42347,1.09399,1.03073,1.10454,0.000595,0.000595,0.000595
97,2318.99,1.10677,1.04382,1.1415,0.58352,0.61134,0.62408,0.43695,1.0945,1.03032,1.10533,0.000496,0.000496,0.000496
98,2342.37,1.1163,1.05977,1.16043,0.62761,0.61579,0.62656,0.4372,1.09655,1.02274,1.10588,0.000397,0.000397,0.000397
99,2365.62,1.11091,1.03924,1.14781,0.64815,0.60195,0.62911,0.44049,1.09299,1.01854,1.10434,0.000298,0.000298,0.000298
100,2388.85,1.10832,1.05114,1.151,0.63341,0.60321,0.62863,0.43689,1.09562,1.01864,1.10608,0.000199,0.000199,0.000199
