epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
113,1458.64,0.71069,0.55755,0.93066,0.80663,0.79145,0.84793,0.67334,0.62525,0.49194,0.88995,0.006304,0.006304,0.006304
114,1475.63,0.71189,0.56878,0.93128,0.79896,0.79634,0.84521,0.67045,0.62552,0.49244,0.89056,0.006271,0.006271,0.006271
115,1492.67,0.70982,0.56046,0.9295,0.80109,0.79612,0.84633,0.67194,0.62612,0.48977,0.89083,0.006238,0.006238,0.006238
116,1509.44,0.70673,0.56022,0.92892,0.80238,0.79979,0.84795,0.67313,0.62416,0.48937,0.89001,0.006205,0.006205,0.006205
117,1526.3,0.70632,0.55553,0.92894,0.80286,0.80253,0.84992,0.67616,0.62293,0.48966,0.88891,0.006172,0.006172,0.006172
118,1543.69,0.71171,0.56553,0.93001,0.81755,0.79709,0.85368,0.67818,0.62412,0.48584,0.8895,0.006139,0.006139,0.006139
119,1560.7,0.71032,0.55877,0.92923,0.81977,0.79204,0.85235,0.67758,0.62297,0.4877,0.88895,0.006106,0.006106,0.006106
120,1577.64,0.7094,0.56605,0.92996,0.81523,0.79488,0.85454,0.67835,0.62265,0.48776,0.88835,0.006073,0.006073,0.006073
121,1594.78,0.70641,0.56538,0.9292,0.80227,0.79407,0.84981,0.67665,0.62117,0.48647,0.888,0.00604,0.00604,0.00604
122,1611.49,0.70422,0.5564,0.92587,0.80763,0.79632,0.8533,0.67877,0.62231,0.48194,0.88819,0.006007,0.006007,0.006007
123,1628.49,0.70267,0.55147,0.92738,0.80436,0.80595,0.85604,0.68022,0.62236,0.48356,0.8881,0.005974,0.005974,0.005974
124,1645.7,0.70561,0.55405,0.92761,0.81617,0.79106,0.8542,0.67884,0.62224,0.48845,0.88812,0.005941,0.005941,0.005941
125,1662.82,0.70299,0.55631,0.92799,0.81367,0.79499,0.85529,0.68062,0.61947,0.48332,0.88722,0.005908,0.005908,0.005908
126,1679.71,0.70147,0.55012,0.92538,0.81623,0.80119,0.85864,0.68437,0.61823,0.48076,0.88662,0.005875,0.005875,0.005875
